3.7593 27.5383
3.5315 26.0280
3.6813 25.1559
3.6996 27.7128
3.5282 32.7247
3.5964 29.8701
3.6058 24.3538
3.6307 22.4383
3.5454 32.0408
3.6165 20.4898
3.6398 28.8619
3.6640 23.1595
3.6475 27.6152
3.6036 25.8789
3.6321 29.2401
3.6735 29.3189
3.6145 27.6368
3.6539 19.9479
3.6078 29.8748
3.7207 28.0416
3.4682 29.7288
3.6420 22.8625
3.7500 30.6454
3.6074 33.3392
3.6808 24.4255
3.6444 30.3666
3.5549 29.1417
3.6907 22.5825
3.3810 39.5355
3.7731 29.6003
3.6547 27.8704
3.6006 30.9591
3.7174 31.2890
3.6178 30.7579
3.5683 31.9605
3.4420 27.0413
3.5443 23.0914
3.6688 25.6752
3.6400 29.1333
3.7446 22.5024
3.5598 26.8259
3.7908 28.4119
3.6668 22.3301
3.6092 28.5459
3.5643 25.2171
3.5206 24.8707
3.7655 21.9294
3.5143 29.3422
3.7410 32.5737
3.5981 23.8301
3.6483 29.9379
3.4837 27.6287
3.6446 27.9498
3.6095 25.0616
3.7322 25.0807
3.6508 24.0359
3.5593 25.3534
3.6590 20.1434
3.5181 33.5771
3.5650 35.4647
3.3490 34.9926
3.6676 28.0455
3.4610 30.8015
3.8632 21.1206
3.5479 27.7025
3.6338 28.1642
3.6923 29.9696
3.4987 34.2224
3.7165 22.4529
3.5188 30.5893
3.6694 25.0755
3.6177 29.1543
3.5076 32.6084
3.4619 33.7583
3.5880 27.7987
3.6012 30.0109
3.6495 21.0339
3.7044 24.5248
3.6838 27.3163
3.6059 25.7676
3.6605 33.6803
3.6133 26.3960
3.6409 25.5233
3.6257 23.5643
3.7779 30.0614
3.6411 29.8384
3.7216 34.1041
3.6542 28.2155
3.5416 27.0204
3.6180 30.7726
3.5589 28.0240
3.6972 28.9249
3.4720 30.8182
3.6133 35.4050
3.6588 36.3971
3.6395 26.1088
3.5824 32.7616
3.6610 24.1621
3.5480 29.7534
3.6891 27.4721
3.5750 25.3789
3.8302 22.1199
3.6713 30.6696
3.6356 27.1804
3.5886 30.1697
3.6665 32.5992
3.5843 35.1599
3.7596 17.6285
3.6109 26.5936
3.7281 25.6137
3.8170 24.5543
3.8001 23.4220
3.6299 25.1114
3.7031 25.5270
3.5326 27.6810
3.5184 34.1221
3.6025 28.5898
3.5685 27.3479
3.5073 29.2048
3.6253 21.3870
3.6955 26.6362
3.6078 32.0620
3.6570 28.5020
3.5813 31.0399
3.7429 25.2272
3.4737 34.2358
3.6061 30.0827
3.5569 30.9728
3.5977 25.6715
3.7550 30.2784
3.6355 27.0864
3.5601 28.9449
3.6667 32.6498
3.6790 29.2655
3.5985 35.4549
3.5715 29.2758
3.5990 29.6968
3.4936 27.7456
3.5616 25.2173
3.5615 27.9584
3.7347 28.2037
3.5787 24.0351
3.7695 30.9436
3.6402 29.6726
3.5080 34.7651
3.5722 21.7543
3.5186 30.0696
3.6655 28.7614
3.7332 28.2584
3.6960 25.5308
3.5398 29.4377
3.6237 29.7500
3.5768 24.3303
3.7354 19.3029
3.6735 22.2489
3.5409 28.5321
3.7260 20.5232
3.7269 21.6567
3.5640 27.6839
3.6836 23.2118
3.4329 30.0684
3.6914 26.7548
3.7243 34.0313
3.6689 30.6820
3.5943 27.8958
3.6768 26.4008
3.5899 26.0010
3.5433 27.4900
3.6039 24.5644
3.6475 19.9465
3.6280 22.3088
3.6197 29.5915
3.6359 27.1114
3.5415 25.7725
3.6532 27.7415
3.3746 30.2556
3.7680 19.3818
3.7021 25.3074
