6.8882 28.5290
6.8345 21.2791
6.6094 27.2969
6.5228 31.3752
5.4499 45.9013
5.8445 41.0417
5.2917 44.1173
5.4751 33.3830
5.3748 45.1755
5.7589 41.0188
5.8825 34.4879
5.5674 37.0038
5.7734 36.8212
5.6374 34.8284
5.7217 37.7318
5.6570 32.7227
5.3964 41.3915
5.6767 41.6577
5.8884 42.8424
5.5915 45.8389
5.4558 38.4197
5.5654 32.3021
5.8741 36.4578
5.6432 37.5054
5.9017 41.7796
5.3376 38.1414
5.5517 35.6151
5.6518 43.3248
5.4177 40.8248
5.3847 44.8936
5.3198 43.3209
5.5122 47.4650
5.4928 49.1540
5.6054 47.6695
6.0903 33.8360
5.5386 41.6505
5.5652 40.0873
6.2674 34.3567
5.7491 38.3057
5.5311 50.6867
5.3307 42.4064
5.4069 45.1560
5.7775 44.2642
5.8406 38.9849
5.7907 32.0687
5.4647 40.5851
5.2501 43.3435
5.7413 43.7281
5.7285 42.3219
6.4173 32.7260
6.8888 32.5684
6.9988 33.8527
6.6628 23.3369
6.9099 38.7402
6.8581 35.0192
5.4547 43.3737
5.6687 39.0999
5.7443 47.5970
5.9121 50.2430
5.4299 43.3719
5.4482 46.1467
5.4476 44.2201
5.7247 43.8494
5.6158 46.8571
6.0200 34.3829
5.6176 40.2014
5.0364 47.1866
5.7012 47.4416
5.7778 43.9513
5.4365 43.1925
5.7777 42.2923
5.4764 46.1991
5.8179 38.1636
5.6629 44.9781
5.6746 41.8326
5.6264 47.7944
5.3205 45.5497
5.8299 47.2213
5.5752 52.6235
5.6289 39.2914
5.3732 43.4182
5.7891 40.8006
5.4785 43.7383
5.4160 39.6060
5.2178 48.5089
5.8232 30.7869
5.5223 39.4721
5.4916 52.8393
5.9471 44.5770
5.9428 39.1561
6.0719 42.0336
5.7109 35.2431
5.8010 40.9579
5.3779 39.3649
5.7830 43.1834
5.4763 46.7032
6.5034 25.5915
5.4319 45.1231
5.7687 40.4535
5.6756 39.0976
5.2052 40.0529
5.5408 45.7622
5.7760 37.4013
5.6966 45.9184
5.8403 37.9891
5.5732 46.1610
5.4131 44.0063
5.8622 48.7153
5.5862 33.5959
5.5713 39.9577
5.4574 39.6104
5.8081 42.7350
5.6915 44.8214
5.7528 34.2943
5.5902 45.0781
5.7760 41.8283
5.9851 34.1613
5.5693 43.7862
5.8868 44.9245
5.2824 39.3391
5.5889 41.9075
5.4491 42.2841
5.7879 49.6855
5.1105 43.9103
5.6895 45.3907
5.4286 34.3136
5.3687 40.7314
6.0181 40.8413
5.8532 42.4262
5.7870 37.5830
6.5874 33.2718
5.9016 35.8762
5.7644 37.5221
5.5488 40.1269
5.3991 34.3343
5.7839 42.3880
5.6214 42.4355
5.7628 46.0860
5.4862 42.0723
5.5937 36.2320
5.5680 40.6832
5.6429 39.5261
5.2663 37.6631
5.6168 46.9821
5.6640 50.8062
5.3247 44.4715
5.9875 33.7377
5.5444 41.2071
5.6762 39.2651
5.3144 40.1594
5.6030 46.9520
5.3283 40.7493
5.7155 38.3418
5.7953 44.8895
5.6003 50.3437
5.3047 49.2930
5.4511 42.5144
5.8573 38.0276
4.9597 47.4500
5.1687 48.5083
5.9192 48.2715
5.5099 45.3751
5.9146 46.8105
5.7208 43.0003
5.5365 34.6437
5.4630 42.6691
5.4786 50.0391
5.3760 44.9548
5.9302 40.1847
5.6417 40.4137
5.8897 49.6252
5.6911 49.8039
5.6574 44.9524
5.4636 34.7524
5.3485 39.7134
5.8291 44.5102
5.5169 37.4293
5.4039 47.2733
5.4646 45.7334
5.5581 48.7333
5.6571 43.6448
5.6438 37.5567
5.8638 31.5511
5.3229 41.6916
5.6188 38.7521
6.6236 30.2227
5.6081 36.5592
5.4873 41.3383
5.1086 47.8115
5.7452 36.6414
5.5521 44.0648
5.3225 39.1958
5.3624 42.9745
5.5771 46.8009
5.2879 41.5989
5.6314 47.2571
5.7520 44.0313
5.6217 36.0947
5.7926 47.8510
5.6371 45.4004
5.3312 44.5533
5.5600 36.4126
5.5471 51.0140
5.5780 43.9210
5.5293 39.5001
5.5521 40.9920
5.6403 44.9393
5.7731 34.0181
5.4127 42.4054
5.5376 46.4091
5.6246 51.3572
5.5380 53.2199
6.1194 42.3610
5.7356 43.1831
5.5319 41.3333
5.7722 43.7981
5.9521 41.6623
5.3310 46.4476
5.6716 43.2347
5.5121 44.2940
5.7480 42.8738
6.1848 34.0571
5.7798 41.8222
5.2748 44.2882
6.3577 28.0776
6.3187 27.4972
6.2735 30.2651
6.1283 27.1868
6.7334 34.4269
5.7709 30.5353
6.1604 27.1832
5.6787 22.2712
5.9037 19.7656
5.6821 21.7793
6.2205 22.6963
5.6719 28.7610
6.0340 31.1817
5.7092 18.2310
