3.6614 36.4590
3.7150 29.4035
3.5867 30.9750
3.6610 29.3947
3.5697 36.9626
3.6550 30.9018
3.6707 31.4647
3.5750 36.3943
3.6026 28.6568
3.4461 34.5417
3.5936 29.9041
3.4671 33.2579
3.6058 29.8952
3.5119 25.5058
3.6073 27.4300
3.6130 34.3914
3.6485 27.3271
3.5553 34.2714
3.6130 38.8136
3.6738 29.4237
3.4866 34.4629
3.6411 34.8550
3.6212 34.4548
3.5745 32.8224
3.5928 39.0729
3.6764 29.5700
3.5950 25.8254
3.7031 27.7062
3.7303 32.8081
3.4830 34.5586
3.5811 33.1926
3.7175 31.3597
3.6692 35.8211
3.7146 27.5546
3.6604 27.4558
3.6722 35.0562
3.5896 31.9429
3.5682 33.3652
3.4666 30.6714
3.5506 29.3695
3.6157 27.1946
3.5620 38.0674
3.6410 21.9275
3.5733 28.0158
3.5152 25.3017
3.6342 30.3542
3.6065 38.9442
3.6209 28.4216
3.5533 32.6368
3.5858 27.4853
3.6888 44.5465
3.5789 37.6350
3.6296 28.6471
3.7332 29.8685
3.7372 24.6093
3.6443 29.1080
3.5437 32.2456
3.5483 30.7371
3.6247 29.2977
3.6500 25.9415
3.6504 27.8174
3.5603 23.8054
3.6063 32.8771
3.6423 30.6941
3.6014 30.0838
3.7299 19.4197
3.4747 34.3750
3.7047 33.5654
3.4493 28.4972
3.6580 34.1404
3.6834 29.4602
3.5546 27.3316
3.6091 36.1577
3.6182 31.4194
3.5528 31.0157
3.5774 26.1467
3.6978 23.2452
3.6208 29.0629
3.6941 21.2705
3.6579 27.5178
3.5974 30.8337
3.6287 32.3425
3.6286 31.3880
3.6213 30.3027
3.5770 31.9086
3.6044 29.7715
3.6007 31.6945
3.7003 34.8855
3.4804 26.4626
3.3212 29.9331
3.5232 29.0318
3.6108 37.3618
3.6593 32.7567
3.5832 31.9003
3.4751 32.6726
3.5770 41.6239
3.5880 31.4237
3.5414 30.4762
3.5915 33.4398
3.5013 28.2867
3.6019 28.9997
3.6667 28.2341
3.6752 36.3551
3.5899 23.7395
3.6792 29.5081
3.5533 30.8104
3.6278 26.9132
3.6603 29.0716
3.6354 25.5428
3.4126 31.6553
3.6853 32.3089
3.7199 26.8633
3.5415 26.8314
3.5065 31.1752
3.5777 31.9962
3.5543 31.0486
3.5902 33.9748
3.6489 29.4930
3.6244 37.5035
3.5559 35.9267
3.6003 27.5425
3.7238 27.4706
3.6050 31.4290
3.7078 25.9323
3.6128 30.1071
3.6231 25.3070
3.5561 31.6769
3.5166 36.6106
3.7000 28.5715
3.6444 27.3583
3.6413 29.8855
3.6290 33.1154
3.6003 23.2480
3.6483 26.8376
3.5639 27.1039
3.6268 24.6348
3.6130 27.8562
3.5875 28.5686
3.6520 24.1997
3.6508 24.2817
3.5828 28.8687
3.6922 27.6917
3.4373 36.1031
3.6126 25.5702
3.5007 31.2195
3.5329 30.9072
3.7339 29.6299
3.5415 33.0304
3.6491 30.2838
3.6529 20.8163
3.6389 29.5577
3.5793 39.3804
